"Post Title",Author,Bio,"Video URL","Video 2 URL","Video 3 URL","GIF Breakdown",Status,Type,Development,Emotions,"Fallen Affect","J Signal Mixing","P Signal Mixing",Alternative,Sex,"Age Range",Geography,Ethnicity,Checkbox,"Checkbox 1","R1 Rigid Posture Copy","R2 Face Centric","R3 Punctuated Motions","R4 Vertical Movements","R5 Subordinate Fluidity","F1 Fluid Posture","F2 Eye Centric","F3 Gliding Motions","F4 Horizontal Movements","F5 Subordinate Rigidity","PF1 Restless Momentum","PF2 Toggling Eyes","PF3 Body Swaying","PF4 Casual Hands","PF5 Alert Perk Ups","RF1 Viscous Inertia","RF2 Fixed Gaze","RF3 Diagonal Eye Drifts","RF4 Searching Scowling","RF5 Narrow Head Zoning","PR1 Head Pushes","PR2 Head Shakes","PR3 Shoulder Shrugs","PR4 Fluent Articulation","PR5 Projecting Hands","RR1 Poised Receding","RR2 Disengaging Eyes","RR3 Exerted Pushes","RR4 Momentum Halting","RR5 Meticulous Hands","CA1 Taut Nasolabial Area","CA2 Vertical Snarling Smiles","CA3 Four Point Pulling","CA4 Wobbling Lips","CA5 Asymmetrical Smirks","CA6 Sassy Movements","CA7 Plateau Velocity","CA8 Nasal Breathy Voice","CA9 Grasping Hands","MS1 Lax Nasolabial Area","MS2 Horizontal Curtain Smiles","MS3 Two Point Pulling","MS4 Symmetrical Lips","MS5 Emotional Neutralization","MS6 Coordinated Movements","MS7 Parabolic Velocity","MS8 Laryngeal Faint Voice","MS9 Puppeteer Hands","GR1 Taut Preseptal Area","GR2 Lax Pretarsal Area","GR3 Taut Outer Edges","GR4 Intense Scowling","GR5 Pointed Eye Toggles","GR6 Eye Head Parallel Motion","GR7 Grounding Effect","GR8 Bodily Awareness","SU1 Lax Preseptal Area","SU2 Taut Pretarsal Area","SU3 Lax Outer Edges","SU4 Concerned Scowling","SU5 Brushstrokes Eye Toggles","SU6 Eye Head Trailing Motions","SU7 Levity Effect","SU8 Quirky Skits","EU1 Responsive Nodding","EU2 Polite Smiling","EU3 Bashful Body Movements","EG1 Upset Mouth Tension","EG2 Assertive Pushing","EG3 Stern Expressions"
"Rhea Ripley","Ahmad Aldroubi","Rhea Ripley, born on October 11, 1996, in Adelaide, South Australia, is a professional wrestler known for her tenure in WWE. Ripley began training in wrestling at the age of 16 and gained prominence through her participation in the Mae Young Classic tournament in 2017. She signed with WWE and joined the NXT roster, where she became the inaugural NXT UK Women's Champion in 2018. Ripley transitioned to the main NXT roster in 2019, where she engaged in high-profile feuds, notably against Charlotte Flair. In 2020, Ripley won the NXT Women's Championship at WrestleMania 36, solidifying her status as a top-tier competitor in the industry. Throughout her career, Ripley has been recognized for her athleticism, strength, and commanding presence in the ring, making her a prominent figure in women's wrestling.",https://www.youtube.com/watch?v=m2wblyGBBNk,https://www.youtube.com/watch?v=euvuRQetoEc,https://www.youtube.com/watch?v=3F50ZowbzXo,https://docs.google.com/document/d/1gfKpeliOSGAjZVCGN_2QTJPu8-mVs0FlrOfmRzwL20A/edit?usp=sharing,,seti,i---,adaptive,0,medium,medium,SeFi,female,1990s,australia/new_zeland,white/european,,"sierra_rose | ahmad_aldroubi",,,2,4,,7,7,7,4,,4,4,4,7,7,,2,2,2,,4,2,2,4,2,2,4,2,2,4,2,2,2,4,4,4,2,2,0,2,4,4,4,4,4,4,2,4,4,2,4,0,7,4,7,7,2,4,2,4,4,2,2,2,,7,7,0,0,0
"Rich Roll","Peter Foy","Rich Roll is an accomplished endurance athlete, bestselling author, public speaker, and podcaster. After struggling with alcoholism and an unhealthy lifestyle, he transformed his life in his 40s by adopting a plant-based diet and embracing endurance sports. He's known to explore various interconnected aspects of life, including physical fitness, mental health, spirituality, and environmental sustainability. His comprehensive approach entails synthesizing wisdom and methodologies from varied fields to tackle the complexities of human existence and inspire others to live a life of holistic fulfillment and well-being.",https://www.youtube.com/watch?v=0Sf7lyVKOq4&t,https://www.youtube.com/watch?v=OB77jDrlxI0,https://www.youtube.com/watch?v=Mgzx9YQEm0c,https://docs.google.com/document/d/1uzmbEvGPv1lps8l5VGPUT1IlKBi8YmY-c1nEDFHI-kw/edit,,neti,iiii,adaptive,0,low,low,"Other development",male,1960s,north_america,white/european,,"calin_copil | peter_j._foy | luke_connolly | miriam_greenfield",2,0,4,2,0,7,7,7,4,4,2,7,7,4,4,2,2,7,4,0,4,4,2,4,4,4,7,2,7,4,,,2,2,2,,4,,,7,7,7,7,4,4,7,4,,,,,,2,4,2,7,7,7,7,7,7,4,7,2,4,7,,2,2,2
"Donald Trump","Juan E. Sandoval","Donald Trump, born on June 14, 1946, in Queens, New York, is a businessman, television personality, and politician who served as the 45th President of the United States from 2017 to 2021. Before entering politics, he was a prominent real estate mogul and hosted the reality TV show ""The Apprentice."" Trump's presidency was marked by significant tax cuts, deregulation, a strong emphasis on American nationalism, and contentious immigration policies. His tenure saw the appointment of three Supreme Court justices, reshaping the court for generations. Trump was impeached twice by the House of Representatives but was acquitted by the Senate on both occasions.",https://www.youtube.com/watch?v=kqAUbLBghYQ,https://www.youtube.com/watch?v=Bh7zRn-Joss&ab_channel=CNN,https://www.youtube.com/watch?v=XFQl3WyB2kM&pp=ygUbZG9uYWxkIHRydW1wIDIwMTYgaW50ZXJ2aWV3,https://docs.google.com/document/d/1kUT__QPPmhsazv5Ban_8gYUwyWUfuP4ys_HLGBWLDHw/edit?usp=sharing,publish,teni,ii--,unseelie,3,low,low,,male,1940s,north_america,white/european,,"juan_e._sandoval | calin_copil | ash_rose",2,4,7,2,2,2,4,2,2,4,2,,4,2,,2,7,2,4,4,7,4,7,4,4,,,,,,4,4,7,7,2,4,7,,7,,7,,,,2,2,,,7,7,7,4,4,4,2,,2,,2,2,,,,,2,2,,7,4,7
"William Gibson","Calin Copil","William Gibson is an influential American-Canadian science fiction author and pioneer of the cyberpunk genre. He is renowned for his 1984 novel ""Neuromancer,"" which introduced the concept of ""cyberspace"" to the lexicon, prefiguring the internet age. Gibson's work is characterized by its focus on the near future, exploring themes of technology, identity, and the intersection of the virtual and the real. His narratives, often set in dystopian worlds dominated by corporations and cybernetics, offer critical insights into the evolving relationship between humanity and technology. Gibson's contributions have earned him multiple awards and a lasting legacy in science fiction literature.
",https://www.youtube.com/watch?v=pXZpfoFyFyI,https://www.youtube.com/watch?v=J2aFEg188BI,https://www.youtube.com/watch?v=4dlvle5YBv4&t,https://docs.google.com/document/d/1kTOXDd-UeLemLy6tICsqvsJ24Wlcnv9mPJAZ6uD7If4/edit,,sife,i-ii,adaptive,1,low,low,,male,1940s,north_america,white/european,,"juan_e._sandoval | calin_copil | ash_rose | peter_j._foy",2,,2,2,,7,4,2,4,2,2,4,4,4,2,7,7,2,7,4,2,2,2,,4,2,2,4,7,4,2,,2,2,,2,,,,4,4,4,4,4,2,2,2,4,,7,,2,2,2,,,7,0,7,7,2,2,2,,2,4,2,0,,2
"David Bayer","Calin Copil","David Bayer is a motivational speaker and entrepreneur known for his work in personal development and mindset transformation. As the CEO of David Bayer Transformational Programs, he focuses on helping individuals and organizations harness the power of their minds to achieve peak performance and realize their fullest potential. His methodologies blend neuroscience, psychology, spirituality, and business strategy, aiming to empower people to overcome limitations and create significant, positive changes in their lives.
",https://www.youtube.com/watch?v=KCIBQigXR8I,https://www.youtube.com/watch?v=Guuxoe34pow,https://www.youtube.com/watch?v=aXld25uFHyQ,https://docs.google.com/document/d/1UYt4Fiqogx0Nh8Jz41gRaXeB1sv-u3of9ezdLlVUjiM/edit,,feni,i---,directive,1,low,low,II--,male,-1,north_america,white/european,,"juan_e._sandoval | calin_copil",4,7,7,7,7,2,2,2,4,0,0,4,2,2,2,2,2,4,4,2,7,7,2,7,7,,2,,,2,,,,,,2,,,,4,7,7,7,4,7,7,7,,2,4,7,4,7,4,2,,7,4,,,2,,,,4,4,,2,4,4
"Fanny Ardant","Miriam Greenfield","Fanny Ardant is a French actress, director, and screenwriter known for her versatile performances in film, theater, and television. With a career spanning several decades, she has garnered acclaim for her ability to portray complex characters with depth and authenticity. Ardant's work often explores themes of love, passion, and the human experience, earning her a place as one of the leading figures in French cinema.",https://www.youtube.com/watch?feature=shared&v=gtXtokmyYXM,https://www.youtube.com/watch?v=GCLAtZhCfyk&t=282s,https://www.youtube.com/watch?v=k4JG0peaJvU,https://docs.google.com/document/d/1tbC--_DBw0sJdgZe_Reoo4-Bqi9h545epmL_-ehAFX4/edit?usp=sharing,,fesi,i-ii,adaptive,0,high,low,,female,1940s,western_europe,white/european,,"calin_copil | ahmad_aldroubi",2,2,4,2,7,4,4,2,,4,2,7,4,7,4,,,2,2,,4,4,2,4,7,4,2,4,2,4,2,2,4,2,0,2,4,4,7,2,7,7,4,,4,4,2,4,,2,,2,2,2,2,4,4,2,4,2,7,4,2,4,4,7,4,,,2
"Roberto Bolle","Miriam Greenfield","Roberto Bolle is an acclaimed Italian ballet dancer renowned for his exceptional artistry and technical prowess. With a career spanning over two decades, Bolle has captivated audiences worldwide with his elegant performances and versatility across classical and contemporary repertoire. As a principal dancer with the American Ballet Theatre and La Scala Theatre Ballet, he has garnered widespread acclaim and numerous accolades for his remarkable contributions to the world of dance.",https://www.youtube.com/watch?v=o7x5artZw9A,https://www.youtube.com/watch?v=XgWP12m905c,https://www.youtube.com/watch?v=yNj6dRXsgDQ,https://docs.google.com/document/d/13RxFU-nb8jE7Dr75cu90NHVjsssMTtUqpACMVp9SuqM/edit?usp=drivesdk,,tine,i--i,adaptive,0,low,low,"FeSi I--I",male,1970s,southern_europe,white/european,,"juan_e._sandoval | sierra_rose",7,7,7,4,2,2,2,,2,,2,4,2,2,2,2,2,4,0,2,4,4,2,4,7,7,4,7,4,7,4,0,2,2,2,0,2,0,2,2,7,4,4,2,4,7,2,4,2,,,,2,,2,4,4,4,7,4,4,4,2,,7,7,4,,,
"Javier Milei","Peter Foy","Javier Milei is an economist, author, and media personality who won Argentina's presidency in December 2023 riding a wave of dissatisfaction with hyperinflation, currency devaluation, and rising poverty. Known for his fiery rhetoric and flamboyant persona, Milei gained national attention as a bold TV commentator and critic of the ruling class, drawing comparisons to Donald Trump and Jair Bolsonaro for his outspoken style. As a libertarian economist, he identifies as an anarcho-capitalist and supports laissez-faire economics and has proposed a comprehensive overhaul of the country's fiscal and structural policies. His presidency signals a notable shift in Argentine politics, captivating the nation with his unorthodox methods.",https://www.youtube.com/watch?v=vQZtQg6WWfM,https://www.youtube.com/watch?v=W1w2l-mpmtE&t,https://www.youtube.com/watch?v=SEgiTkqGUjY,https://docs.google.com/document/d/1-16uRCegM7DyPLRtInBxJhniOO6zslWgTqVx9wY_kHg/edit?usp=sharing,,teni,iiii,unseelie,1,low,,,male,1970s,latin_america,white/european,,"peter_j._foy | sierra_rose | miriam_greenfield",7,7,7,4,4,2,2,2,4,4,4,2,7,7,7,2,7,7,2,4,7,7,,7,7,4,7,4,2,4,4,7,7,4,7,7,7,,2,,,,,,4,7,,,7,7,7,2,7,7,2,7,,,,,,,,,2,2,2,7,7,7
"Cœur de Pirate","Miriam Greenfield","Cœur de Pirate, born Béatrice Martin, is a Canadian singer-songwriter recognized for her enchanting voice and introspective lyrics. Emerging onto the music scene in the mid-2000s, she quickly gained prominence for her distinct blend of pop, folk, and chanson française influences. With several critically acclaimed albums to her name, Cœur de Pirate has amassed a dedicated global following and continues to captivate listeners with her emotive storytelling and evocative melodies.",https://www.youtube.com/watch?v=w3jpQhJzxNE,https://www.youtube.com/watch?v=uYLTMlPMy4s,https://www.youtube.com/watch?v=SH_tFK3jxJk,https://docs.google.com/document/d/1CiJP3tFJKMXvGITwXX3EPaneiWyhfa_HtDGWeZ4xHQw/edit?usp=sharing,,sefi,iii-,seelie,0,low,medium,"SeFi II-",female,1980s,north_america,white/european,,"peter_j._foy | sierra_rose",4,2,4,2,,4,4,2,4,4,4,7,4,7,4,,2,2,2,,4,2,2,4,4,4,4,4,4,4,4,4,7,4,4,2,7,4,4,,4,2,2,,2,2,,,4,,4,4,,4,4,7,,4,,2,4,4,2,2,4,2,2,2,,2
"Michael Gervais","Calin Copil","Michael Gervais is a renowned high-performance psychologist who has worked extensively with elite athletes and top professionals across sports and business to enhance performance through mental skills training. He co-founded Compete to Create with NFL coach Pete Carroll, aiming to transform organizational cultures and individuals' lives through mindfulness and psychological strategies. Gervais' approach focuses on cultivating a growth mindset, resilience, and mindfulness to achieve peak performance and well-being.

",https://www.youtube.com/watch?v=TYudsPrEGjg,https://www.youtube.com/watch?v=vjnN3O-xVuQ,https://www.youtube.com/watch?v=BtS2w6XRKrY,https://docs.google.com/document/d/1255Wg_3MzTMPtS7OnNtiX7ADIUj9AYQtcoTljdLEUEQ/edit?usp=sharing,,fesi,i---,neutral,1,low,low,II--,male,-1,north_america,white/european,,"juan_e._sandoval | calin_copil | ash_rose",7,7,7,7,4,,,2,4,,2,2,2,2,4,,4,2,4,2,7,7,4,7,7,2,2,,,2,,,,,,,,,,4,7,7,7,2,7,7,7,,,,,,4,2,2,2,7,7,7,7,2,2,,,4,4,2,2,4,2
"Joan Jett","Calin Copil","Joan Jett is an American rock singer, songwriter, and guitarist known for her work with Joan Jett &amp; the Blackhearts. She rose to fame with hits like ""I Love Rock 'n' Roll"" and ""Bad Reputation,"" embodying the rebellious spirit of punk rock. Jett's influence extends beyond music, as she's also recognized for her role in pioneering women's place in the rock genre. Her gritty vocals, distinctive guitar riffs, and unapologetic attitude have cemented her as a rock icon.",https://www.youtube.com/watch?v=v0NQ8dcbepo,https://www.youtube.com/watch?v=EhqzgK2LlMU,https://www.youtube.com/watch?v=zdRQL3IzeAE,https://docs.google.com/document/d/1MF6soq6WzomybHdxaeuhdgFtVYNIiCjS9Z4cRxjntQ0/edit,,seti,i-i-,directive,2,low,low,,female,1950s,north_america,white/european,,"juan_e._sandoval | calin_copil | ash_rose | peter_j._foy | sierra_rose",2,2,4,4,,4,7,2,7,4,2,7,7,2,4,,,2,,,4,4,2,4,7,2,2,2,2,2,2,,,2,2,,,,,4,7,7,7,7,4,4,4,,7,7,7,,7,7,4,7,,,,,,,,2,2,2,,2,4,4
"Ben Stein","Calin Copil","Ben Stein is a versatile American figure, recognized for his roles as an economist, actor, writer, and political commentator. He gained notoriety for his deadpan, monotone delivery in his role as the economics teacher in the movie ""Ferris Bueller's Day Off."" A Yale Law School alumnus, Stein also worked as a speechwriter for Presidents Nixon and Ford. His career covers a wide range, including television, movies, and political analysis, highlighting his blend of scholarly insight and entertainment.
",https://www.youtube.com/watch?si=ZdVV_C_6CE_rMT0U&v=7Uli_yFjykU&feature=youtu.be,https://www.youtube.com/watch?v=EYTTkenu60Y,,https://docs.google.com/document/d/1ruWJyybgtGd146NvDabsReStzDl7tLlC1cHZYzdqPOQ/edit?usp=sharing,,site,i---,unseelie,2,low,low,,male,1940s,north_america,jewish,,"juan_e._sandoval | calin_copil | sierra_rose",,2,2,2,,2,2,2,2,2,,2,,,2,7,7,2,,7,2,2,,7,2,2,2,,,2,4,,4,2,,2,2,7,,,,,,,2,2,,,,4,,,2,,,,4,,7,,2,,,,,0,,2,2,2
"Billie Joe Armstrong","Peter Foy","Billy Joe Armstrong, the frontman of the punk rock band Green Day, is a prolific musician, songwriter, and advocate known for his raw energy and anthemic melodies. With a career spanning decades, Armstrong's music embodies rebellion, individualism, and social commentary. Through hits like ""American Idiot"" and ""Basket Case,"" he has left an indelible mark on the music world, inspiring generations with his passionate performances and unapologetic expression of punk ethos.",https://www.youtube.com/watch?v=Y34ZvyN1Bjk&t,https://www.youtube.com/watch?v=9Etk28f88eo,https://www.youtube.com/watch?v=RwWUqlh2oMU&t,,,fise,ii-i,neutral,0,low,medium,"Appears II-- in younger years",male,1970s,north_america,white/european,,"ash_rose | jacquelyn_scott | peter_j._foy | sierra_rose | miriam_greenfield",4,7,2,4,4,4,,2,2,,2,7,4,4,7,,2,4,4,,4,7,2,2,4,4,7,2,4,4,2,4,4,4,4,4,4,7,,4,,0,,2,,2,,,4,2,,,4,7,7,7,2,4,4,4,2,2,,0,2,4,2,4,2,4
"Dean Schneider","Ahmad Aldroubi","Dean Schneider is a Swiss animal sanctuary founder and social media personality based in South Africa. Schneider studied finance and at age 21, became an entrepreneur. Schneider was a banker and financial planner in Switzerland before moving to South Africa in 2017 to establish a wildlife sanctuary and rehabilitation center.",https://www.youtube.com/watch?v=5Qgef1-SWfw,https://www.youtube.com/watch?v=1fpMyio-_yY,https://www.youtube.com/watch?v=77uZ7tGPdKo&,https://docs.google.com/document/d/1bmQh_7OuFwoVyn02jEwoxNvXaFk_QRUWuwxfwGTFsBA/edit?usp=sharing,,seti,i-i-,adaptive,0,low,low,FeNi,male,1990s,western_europe,white/european,,"calin_copil | ash_rose | ahmad_aldroubi",0,2,2,4,0,7,7,7,7,4,7,7,4,4,7,2,0,2,0,2,4,4,4,4,7,0,2,2,0,2,2,,,,2,,,,,4,7,4,7,4,7,7,2,4,7,2,7,2,7,4,7,2,,4,,,,,,,7,7,7,0,0,0
"Megyn Kelly","Peter Foy","Megyn Kelly is a prominent American journalist and former Fox News anchor known for her rigorous interviewing style. She gained widespread recognition for her coverage of the 2016 presidential election and clashes with then-candidate Donald Trump. Transitioning to NBC, she hosted her own morning show before facing controversies leading to its eventual cancellation. Despite setbacks in the industry, she has continued her work as a media personality and commentator including hosting her own podcast, ""The Megyn Kelly Show,"" where she discusses current events and interviews notable guests.",https://www.youtube.com/watch?v=TpsEQckXwYI,https://www.youtube.com/watch?v=Kxbht2rR-As,https://www.youtube.com/watch?v=3QNLCf4wl-s,,publish,feni,i---,neutral,0,low,low,,female,1970s,north_america,white/european,,"peter_j._foy | miriam_greenfield | ahmad_aldroubi",7,7,7,7,4,,,0,,,0,2,2,2,4,,,4,,,7,7,2,7,4,2,,,2,2,2,,2,2,2,2,4,,,4,4,4,7,2,7,4,4,,7,2,2,2,7,2,2,,,,,4,,,,4,4,4,2,,7,2
"Chloe Sevigny","Calin Copil","Chloë Sevigny is a multifaceted American actress and fashion icon, renowned for her unique style and daring career choices. She gained critical acclaim for her debut in ""Kids"" and won a Golden Globe for her role in ""Big Love"". Sevigny's performances in indie films and mainstream projects alike have showcased her versatility and commitment to challenging roles. Beyond acting, she is known for her eclectic personal style, having made a significant impact in the fashion world. Sevigny's interests span across acting, fashion design, and activism, demonstrating her wide-ranging talents and passions.",https://www.youtube.com/watch?v=aOVjRRZuFEU,https://www.youtube.com/watch?v=qycMXHWhhYY,https://www.youtube.com/watch?v=p9YvHkXJX04,https://docs.google.com/document/d/1DoXZd2P-isyJ6P4Df9AkXOUOhbGnHb6xeh1ZgTZxfAI/edit,,tesi,i-ii,neutral,0,low,medium,TeNi,female,1970s,north_america,white/european,,"juan_e._sandoval | calin_copil | ash_rose",7,4,2,4,2,,2,2,4,,,4,2,7,7,,,2,2,,,7,4,7,7,7,4,0,2,7,7,2,2,4,4,7,7,7,2,,7,4,,,,2,,,2,4,4,2,2,2,,2,4,2,2,4,4,,2,7,4,4,4,2,2,4
"Philip Ovadia","Calin Copil","Philip Ovadia is a cardiothoracic surgeon with a focus on preventive health and wellness, particularly in the realm of heart disease. He advocates for lifestyle changes as a primary method to prevent cardiac and metabolic diseases, emphasizing the importance of diet and exercise. Dr. Ovadia's approach combines medical expertise with a holistic view on health, aiming to reduce reliance on medications and surgeries by addressing root causes of health issues.",https://www.youtube.com/watch?v=V7a8X8AB8yU,https://www.youtube.com/watch?v=PQIuef8E93I,,https://docs.google.com/document/d/1mrHuWggR04VhcERYAhfBixjL8FXjkP7U6uCNYpg3_EY/edit,,sife,i---,adaptive,1,low,low,,male,-1,north_america,white/european,,"juan_e._sandoval | calin_copil | sierra_rose",,2,,2,,2,2,,7,2,,2,,4,2,7,7,2,,7,2,2,,7,2,,2,2,2,2,4,,,4,,2,,,,,7,7,2,2,2,4,4,,,,,,2,,,,7,7,7,,2,,2,,2,2,2,,,
"Kat Von D","Calin Copil","Kat Von D is a multifaceted American tattoo artist, entrepreneur, and television personality, best known for her work on TLC's reality show ""LA Ink."" Born Katherine Von Drachenberg in 1982, she has made a significant impact in the beauty industry with her eponymous makeup line, Kat Von D Beauty, renowned for its long-wear, vegan, and cruelty-free products. A vocal advocate for animal rights, her artistic talent extends beyond tattooing into music and fashion design.",https://www.youtube.com/watch?v=uGLlbX0GRcM,https://www.youtube.com/watch?v=LpMtrmW1xzc,https://www.youtube.com/watch?v=GxPX22xyIO8,https://docs.google.com/document/d/1HBeXmDHdRm7-p8Du2XVGtR6UkTJcns0oy_BBEDwHm_Q/edit,,sefi,iii-,neutral,1,medium,low,SeTi,female,1980s,north_america,hispanic/latino,,"juan_e._sandoval | calin_copil | ash_rose | sierra_rose",4,4,2,2,0,2,4,4,4,7,7,7,7,7,4,,,2,,,2,2,4,4,4,2,7,2,4,4,4,2,4,2,2,4,4,2,2,,4,4,4,4,2,,,,4,2,7,,7,4,7,4,2,4,,,4,2,2,,4,4,2,2,,2
"Eberechi Eze","Calin Copil","Eberechi Eze, a talented English footballer, showcases a playstyle that combines technical prowess with creative vision. His skillful dribbling allows him to navigate through tight defenses effortlessly, while his acute sense of positioning and spatial awareness make him an outstanding playmaker. Eze's ability to execute precise passes and score from long distances highlights his versatility and offensive threat. His flair and agility on the pitch captivate audiences, making him a pivotal figure in the Premier League.",https://www.youtube.com/watch?v=-bJcZ_eYT0I,https://www.youtube.com/watch?v=Q-2nAA_eams,https://www.youtube.com/watch?v=UWrSCiAFg1s,https://docs.google.com/document/d/1GyV7KCUCLvBzbLd7-CSXETuWC80i9HhUgoQWIkWnirE/edit,,seti,i--i,neutral,0,low,low,I---,male,1990s,western_europe,black/african,,"juan_e._sandoval | calin_copil | ash_rose | peter_j._foy | sierra_rose",2,2,,2,,7,7,4,7,2,2,7,4,7,4,7,4,2,,4,2,2,2,4,0,2,2,2,2,2,4,,2,4,2,,,,,2,7,7,4,4,4,4,4,2,7,7,7,,7,7,7,7,,,,,,,,,2,7,2,2,,2
Tamino,"Ahmad Aldroubi","Tamino Amir, a Belgian-Egyptian indie rock artist. Born in 1996, Tamino gained recognition for his hauntingly soulful voice and captivating stage presence. His music often explores deep emotions and existential themes, creating a unique blend of indie, rock, and Middle Eastern influences. Tamino's debut album ""Amir"" was released in 2018, showcasing his remarkable talent and earning critical acclaim. With his evocative sound and introspective lyrics, Tamino has carved a distinct niche in the contemporary indie music scene.",https://www.youtube.com/watch?v=5VMcx7GejfI,https://www.youtube.com/watch?v=s5BXwsN1RnQ,https://www.youtube.com/watch?v=EMlBfrBJDPo&pp=ygUQdGFtaW5vIGludGVydmlldw,https://docs.google.com/document/d/1yWEdauEa6hKF1V9K8cROXSBNiL80hr-rRO5YL4bIdZs/edit?usp=sharing,,seti,i--i,adaptive,3,low,high,NeTi,male,1990s,western_europe,arabic,,"juan_e._sandoval | calin_copil | ahmad_aldroubi",2,4,2,2,0,7,7,7,7,2,7,7,7,7,4,4,4,2,2,4,2,2,2,0,2,0,4,4,2,4,2,0,0,2,2,0,2,0,0,7,7,7,7,7,4,2,4,7,2,4,2,4,4,7,4,4,4,2,4,2,4,0,4,0,7,7,7,0,0,0
