,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra,Candid Score,Measured Score,Grounded Score,Suspended Score,J-Axis Coordinate,P-Axis Coordinate
240,Megan Fox,Sierra Schwartz,fise,ii--,guarded,0.0,low,low,female,1980s,north_america,white/european,7.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,2.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,7.0,4.0,2.0,7.0,2.0,4.0,4.0,4.0,4.0,7.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0,4.0,7.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,197.0,Ji,Gamma,38.0,12.0,34.0,4.0,-0.52,-0.7894736842105263
241,Xi Jinping,Juan E. Sandoval,nife,i---,guarded,0.0,low,high,male,1950s,east_asia,han_chinese,2.0,0.0,2.0,0.0,0.0,4.0,7.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,0.0,4.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,7.0,154.0,Pi,Beta,6.0,44.0,19.0,12.0,0.76,-0.22580645161290322
243,Roger Scruton,Calin Copil,nife,ii--,guarded,2.0,low,low,male,1940s,western_europe,white/european,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,7.0,7.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,4.0,4.0,7.0,0.0,0.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,125.0,Pi,Beta,4.0,30.0,13.0,2.0,0.7647058823529411,-0.7333333333333333
244,John Demartini,Juan E. Sandoval,tesi,i---,unguarded,0.0,low,low,male,1950s,north_america,white/european,7.0,4.0,7.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,7.0,7.0,7.0,4.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,4.0,7.0,2.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,141.0,Je,Delta,34.0,8.0,4.0,18.0,-0.6190476190476191,0.6363636363636364
250,Nicole Hause,Peter Foy,nefi,i--i,unguarded,0.0,medium,medium,female,1990s,north_america,white/european,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,7.0,4.0,2.0,4.0,7.0,2.0,4.0,7.0,4.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,7.0,2.0,0.0,4.0,2.0,4.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,154.0,Pe,Delta,20.0,10.0,14.0,25.0,-0.3333333333333333,0.28205128205128205
252,Jamila Musayeva,Juan E. Sandoval,tise,i---,unguarded,0.0,low,low,female,-1,western_europe,white/european,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,7.0,2.0,7.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,7.0,0.0,7.0,7.0,4.0,0.0,4.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,153.0,Ji,Beta,6.0,33.0,17.0,4.0,0.6923076923076923,-0.6190476190476191
253,Wenzes,Juan E. Sandoval,teni,i---,guarded,2.0,low,low,female,-1,-1,-1,4.0,7.0,7.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,7.0,0.0,4.0,4.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,157.0,Je,Gamma,35.0,15.0,25.0,4.0,-0.4,-0.7241379310344828
254,Sharon Gannon,Juan E. Sandoval,fise,i--i,unguarded,0.0,low,low,female,1950s,north_america,white/european,7.0,7.0,4.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,2.0,2.0,167.0,Ji,Gamma,33.0,4.0,22.0,2.0,-0.7837837837837838,-0.8333333333333334
256,Robert A. Wilson,Juan E. Sandoval,nite,i---,guarded,0.0,low,low,male,1930s,north_america,white/european,0.0,0.0,2.0,0.0,0.0,4.0,7.0,2.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,2.0,4.0,7.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,129.0,Pi,Gamma,23.0,2.0,28.0,8.0,-0.84,-0.5555555555555556
258,Jade Tan-Holmes,Juan E. Sandoval,nefi,i-i-,unguarded,0.0,low,low,female,1990s,australia/new_zeland,other/unknown,4.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,7.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,4.0,2.0,0.0,7.0,7.0,4.0,4.0,7.0,0.0,0.0,0.0,186.0,Pe,Delta,31.0,6.0,6.0,33.0,-0.6756756756756757,0.6923076923076923
259,Katherine Heigl,Calin Copil,teni,i-i-,unguarded,0.0,low,low,female,1970s,north_america,white/european,7.0,7.0,7.0,7.0,7.0,0.0,2.0,4.0,7.0,0.0,2.0,7.0,4.0,4.0,7.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,0.0,2.0,2.0,7.0,4.0,7.0,4.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,7.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,4.0,2.0,215.0,Je,Gamma,37.0,6.0,25.0,10.0,-0.7209302325581395,-0.42857142857142855
260,Les Carter,Juan E. Sandoval,teni,i---,guarded,2.0,low,low,male,1950s,north_america,white/european,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,2.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,151.0,Je,Gamma,37.0,8.0,19.0,6.0,-0.6444444444444445,-0.52
261,Ramani Durvasula,Juan E. Sandoval,teni,i-i-,guarded,0.0,low,low,female,1960s,north_america,indo-aryan,4.0,4.0,7.0,4.0,7.0,4.0,2.0,4.0,2.0,0.0,4.0,0.0,4.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,7.0,7.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,4.0,7.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,183.0,Je,Gamma,37.0,10.0,33.0,4.0,-0.574468085106383,-0.7837837837837838
265,Melissa Dougherty,Sierra Schwartz,feni,i-i-,guarded,0.0,low,low,female,1980s,north_america,white/european,7.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,4.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,7.0,2.0,204.0,Je,Beta,12.0,44.0,36.0,2.0,0.5714285714285714,-0.8947368421052632
266,ButHa,Juan E. Sandoval,neti,i-i-,unguarded,0.0,low,low,male,-1,north_america,white/european,0.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,149.0,Pe,Alpha,6.0,31.0,10.0,22.0,0.6756756756756757,0.375
267,Olivia Rodrigo,Juan E. Sandoval,sefi,ii--,unguarded,0.0,low,low,female,2000s,north_america,other/unknown,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,2.0,4.0,2.0,7.0,4.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,4.0,7.0,0.0,0.0,0.0,150.0,Pe,Gamma,28.0,4.0,30.0,8.0,-0.75,-0.5789473684210527
269,Carolyn Elliott,Juan E. Sandoval,teni,i-ii,unguarded,0.0,low,low,female,-1,north_america,white/european,4.0,7.0,4.0,4.0,7.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,7.0,7.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,7.0,7.0,7.0,4.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,7.0,4.0,7.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,202.0,Je,Gamma,40.0,8.0,31.0,4.0,-0.6666666666666666,-0.7714285714285715
270,Gervonta Davis,Calin Copil,seti,i---,guarded,0.0,,low,male,1990s,north_america,black/african,0.0,0.0,0.0,4.0,0.0,7.0,7.0,7.0,4.0,2.0,7.0,4.0,4.0,7.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,4.0,7.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,169.0,Pe,Beta,4.0,32.0,28.0,8.0,0.7777777777777778,-0.5555555555555556
272,Torie Bosch,Juan E. Sandoval,nefi,iii-,unguarded,0.0,low,low,female,1980s,north_america,white/european,2.0,2.0,4.0,0.0,0.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,7.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,7.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,164.0,Pe,Delta,29.0,4.0,4.0,24.0,-0.7575757575757576,0.7142857142857143
273,Marisa LaBlue,Juan E. Sandoval,sefi,i---,unguarded,1.0,medium,low,female,2000s,north_america,hispanic/latino,0.0,0.0,4.0,2.0,0.0,4.0,7.0,7.0,4.0,2.0,7.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,7.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,130.0,Pe,Gamma,19.0,10.0,24.0,2.0,-0.3103448275862069,-0.8461538461538461
274,Shohreh Aghdashloo,Calin Copil,feni,i---,unguarded,0.0,low,low,female,-1,-1,-1,4.0,4.0,7.0,7.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,7.0,7.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,7.0,7.0,4.0,2.0,7.0,7.0,0.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,2.0,0.0,4.0,2.0,199.0,Je,Beta,12.0,38.0,26.0,10.0,0.52,-0.4444444444444444
275,Avicii,Sierra Schwartz,sefi,i---,guarded,2.0,low,low,male,1980s,western_europe,white/european,0.0,0.0,2.0,2.0,2.0,7.0,4.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0,2.0,0.0,7.0,7.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,7.0,4.0,7.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,202.0,Pe,Gamma,41.0,8.0,35.0,6.0,-0.673469387755102,-0.7073170731707317
276,Joe Dispenza,Juan E. Sandoval,feni,i-i-,unguarded,1.0,low,low,male,1960s,north_america,white/european,4.0,2.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,7.0,4.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,7.0,2.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,4.0,201.0,Je,Beta,8.0,43.0,29.0,12.0,0.6862745098039216,-0.4146341463414634
278,Brett Cooper,Juan E. Sandoval,teni,i-i-,guarded,0.0,low,low,female,2000s,north_america,other/unknown,2.0,2.0,7.0,7.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,0.0,2.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,7.0,2.0,159.0,Je,Gamma,28.0,10.0,20.0,6.0,-0.47368421052631576,-0.5384615384615384
280,Mike Holtz,Calin Copil,nefi,i-i-,guarded,0.0,low,low,male,-1,north_america,white/european,0.0,0.0,2.0,4.0,0.0,4.0,4.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,192.0,Pe,Delta,36.0,14.0,6.0,23.0,-0.44,0.5862068965517241
281,Julian Gewirtz,Juan E. Sandoval,teni,i---,unguarded,0.0,medium,low,male,1990s,north_america,other/unknown,7.0,4.0,4.0,7.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,4.0,7.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,7.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,144.0,Je,Gamma,32.0,19.0,20.0,4.0,-0.2549019607843137,-0.6666666666666666
282,Gabriel Barkay,Juan E. Sandoval,sife,i---,unguarded,2.0,low,low,male,1940s,middle_east/north_africa,jewish,0.0,0.0,2.0,0.0,0.0,7.0,7.0,2.0,4.0,7.0,0.0,2.0,0.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,157.0,Pi,Alpha,4.0,31.0,4.0,28.0,0.7714285714285715,0.75
283,Thyssen,Juan E. Sandoval,nife,i--i,unguarded,2.0,low,low,male,2000s,north_america,indo-aryan,0.0,0.0,2.0,4.0,0.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,7.0,2.0,2.0,7.0,2.0,4.0,4.0,7.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,161.0,Pi,Beta,8.0,34.0,23.0,4.0,0.6190476190476191,-0.7037037037037037
284,Dave Soldier,Ash Rose,nife,i--i,unguarded,3.0,low,medium,male,1950s,north_america,white/european,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,7.0,4.0,2.0,4.0,7.0,0.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,188.0,Pi,Beta,10.0,47.0,21.0,14.0,0.6491228070175439,-0.2
285,Cher,Juan E. Sandoval,fise,i---,guarded,0.0,medium,low,female,1940s,north_america,white/european,7.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,0.0,7.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,7.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,149.0,Ji,Gamma,19.0,12.0,24.0,8.0,-0.22580645161290322,-0.5
286,Justin Trudeau,Juan E. Sandoval,tesi,i---,unguarded,2.0,low,low,male,1970s,north_america,white/european,4.0,4.0,7.0,4.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,7.0,7.0,4.0,4.0,2.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,156.0,Je,Delta,39.0,10.0,4.0,25.0,-0.5918367346938775,0.7241379310344828
288,Bob DuHamel,Juan E. Sandoval,site,i---,guarded,2.0,low,low,male,1950s,north_america,white/european,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,7.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,113.0,Pi,Delta,18.0,6.0,2.0,28.0,-0.5,0.8666666666666667
289,Roanna Chan,Juan E. Sandoval,nefi,i---,unguarded,0.0,low,low,female,1990s,australia/new_zeland,other/unknown,0.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,4.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,0.0,7.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,147.0,Pe,Delta,27.0,4.0,4.0,20.0,-0.7419354838709677,0.6666666666666666
