Post Title,,Bio,Video URL,Video 2 URL,Video 3 URL,GIF Breakdown,Status,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Alternative,Sex,Age Range,Geography,Ethnicity,Checkbox,Checkbox 1,R1 Rigid Posture Copy,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions
Mike Tyson,Juan E. Sandoval,"Mike Tyson, born on 1966 in New York, is an American former professional boxer who became the youngest heavyweight champion in history at 20 years old. Known for his ferocious power and intimidating presence, Tyson quickly rose to fame in the 1980s, winning his first 19 professional fights by knockout. Nicknamed ""Iron Mike,"" he held the undisputed heavyweight championship and boasts a career record of 50 wins, 6 losses, and 2 no contests. Despite facing multiple controversies, including a rape conviction and bankruptcy, Tyson has undergone a public transformation, acting in films and launching a successful podcast.",https://www.youtube.com/watch?v=P9frikayA8I,https://www.youtube.com/watch?v=XD17KCvWo-U,https://www.youtube.com/watch?v=c35Gjpuy37A,,,seti,i-ii,adaptive,1,low,low,l--l,male,1960s,north_america,black/african,,juan_e._sandoval | calin_copil,,,2,,,4,7,4,4,2,4,2,4,7,4,2,4,7,,4,2,4,,2,7,,,,,,,,,0,,,,,,4,7,7,4,2,2,4,4,,4,2,7,4,4,4,4,2,2,4,2,2,,,,,4,4,,,,2
Oriana Fallaci,Peter Foy,"Oriana Fallaci (1929-2006) was an Italian journalist and author renowned for her fearless and incisive interviews and political reporting. Her interviewing style was confrontational, earning her recognition for candid discussions with world leaders such as Henry Kissinger and Ayatollah Khomeini. She was not afraid to ask tough and provocative questions, often challenging her interview subjects and pushing them to their limits which made her discussions memorable, but also controversial.  Fallaci's written works, including ""Interview with History"" and ""The Rage and the Pride,"" explored politics, religion, and cultural clashes. Her writing was characterized by strong opinions and a knack for stirring debate making her a prominent figure in the realm of investigative and confrontational journalism.",https://www.youtube.com/watch?v=cR7hdyWd-Lw&t,https://www.youtube.com/watch?v=Sa9d2xYTnpM&t,https://www.youtube.com/watch?v=jGc_imfKL4g&t,https://docs.google.com/document/d/1oJw78OVndMEoa0BytIeqAPSWczdXeFaR27BvrrNwV0Q/edit,,nite,iiii,unseelie,3,low,low,,female,1920s,western_europe,white/european,,juan_e._sandoval | calin_copil | peter_j._foy,0,2,4,2,,7,7,7,4,7,0,4,7,2,4,7,2,7,2,2,7,4,2,4,2,7,4,2,2,4,4,7,7,4,2,2,4,,2,,,,,,0,4,,,4,7,7,4,4,4,2,2,,,,2,,,,2,4,2,2,2,4,7
Douglas Murray,Juan E. Sandoval,"Douglas Murray is a British author, journalist, and political commentator known for his sharp, often controversial insights on topics ranging from immigration and Islam to Western culture and identity. Born in 1979, he is the associate editor of The Spectator and a frequent contributor to various other publications. Murray gained widespread recognition for his bestselling book ""The Strange Death of Europe,"" where he critically examines the impact of mass immigration and the loss of cultural confidence in Europe. Articulate and provocative, Murray is a leading voice in contemporary debates about societal change, challenging prevailing norms and sparking conversation.",https://www.youtube.com/watch?v=i4R_Jhb0r6M,https://www.youtube.com/watch?v=2FEvLaApGz8,https://www.youtube.com/watch?v=MC3h4YdG6hM,https://docs.google.com/document/d/1X6BYFVmR8aANPnn5RdCl4kj-8yeIrXeqd1GVj4WuXw4/edit?usp=sharing,,teni,ii-i,unseelie,3,low,medium,Other devs,male,1970s,eastern_europe,white/european,,juan_e._sandoval,4,4,2,4,4,2,,2,2,,,,2,2,,2,4,4,2,4,4,7,2,7,4,2,4,2,4,7,4,4,7,4,4,4,7,4,,2,,,,,,,,2,2,4,7,4,4,,,,4,2,,4,,,,,2,2,,4,2,7
Stephen Wolfram,Juan E. Sandoval,"Stephen Wolfram is a British-American computer scientist, physicist, and entrepreneur known for his work in computational theory and its applications. He is the founder and CEO of Wolfram Research, a company behind products like Mathematica, Wolfram Alpha, and the Wolfram Language.  He is also known for the publication of ""A New Kind of Science,"" a monumental work that explores cellular automata and complexity theory. Wolfram has been a pioneer in advocating a new computational paradigm for understanding the natural world, and his contributions have had a broad impact across multiple disciplines.",https://www.youtube.com/watch?v=L7MiE1zO5PI,https://www.youtube.com/watch?v=PdE-waSx-d8,https://www.youtube.com/watch?v=xrXEQlvUpYI,https://docs.google.com/document/d/1_OkRI7m0kRSkInjfpi4bSFHCEQm8XxcGiX0rwQa82to/edit?usp=sharing,,tesi,iii-,seelie,0,low,medium,NeFi l-ll,male,1950s,western_europe,jewish,,juan_e._sandoval | bella_hershkoviz | luke_connolly,,,4,4,4,4,4,2,4,4,7,,4,4,4,2,7,4,2,4,7,7,2,7,7,,,,,2,2,4,4,2,,4,7,,7,2,4,2,2,,,,4,,,,2,,4,,,,4,4,7,4,2,,2,,2,2,,,,
Albert Einstein,Juan E. Sandoval,"Albert Einstein (1879-1955) was a renowned physicist known for developing the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics). His mass-energy equivalence formula E=mc^2 is one of the best-known equations worldwide. Born in Germany, he later became a Swiss citizen before immigrating to the U.S. in response to the rise of the Nazis. Einstein received the 1921 Nobel Prize in Physics for his explanation of the photoelectric effect. Known for his deep insight and genius, Einstein's contributions to science and humanity continue to shape our understanding of the universe.",https://www.youtube.com/watch?v=xYTcFxUvnYw,https://www.youtube.com/watch?v=TPslOOJPkd0,https://www.youtube.com/watch?v=-FD8VIvZEa8,https://docs.google.com/document/d/1AaUGdxQU0Bez-Wp8tAeAt6GJb9xP28isK1_41NdRbIU/edit,,site,i--i,seelie,0,medium,low,NeFi l--l,male,1800s,western_europe,jewish,,juan_e._sandoval | calin_copil | peter_j._foy | sierra_rose,7,,2,,,,7,2,,4,2,7,0,,7,4,7,4,,7,2,2,,,2,4,2,,2,2,2,7,4,4,,4,,0,,4,2,2,2,0,,,4,,,,,,,4,,,7,7,7,2,7,4,,2,4,2,4,,,
Sigmund Freud,Juan E. Sandoval,"Sigmund Freud, born on May 6, 1856, in Freiberg, Austria (now Příbor, Czech Republic), was a pioneering neurologist and the founder of psychoanalysis, a clinical method for diagnosing and treating mental disorders. Freud introduced groundbreaking theories about the unconscious mind, defense mechanisms, and the structure of the psyche, including the id, ego, and superego. His work laid the foundation for understanding human behavior, emotion, and cognition, although many of his theories have been controversial and subject to revision or rejection. Freud's influential works include ""The Interpretation of Dreams"" and ""Civilization and Its Discontents.""",https://www.youtube.com/watch?v=0b2JGE6KQ6Y,https://www.youtube.com/watch?v=M1lScj9hLMU,https://www.youtube.com/watch?v=_ehnzzT6784,https://docs.google.com/document/d/1-SQJ1g0CvfF6Y89GFt4EqqDawKuQ_a9q0Hu998iQ8OM/edit?usp=sharing,,feni,iii-,directive,5,low,low,NiFe ll--,male,1800s,western_europe,jewish,,juan_e._sandoval | bella_hershkoviz | peter_j._foy | sierra_rose,2,4,2,2,4,4,4,0,2,2,,2,4,7,2,4,2,4,4,4,7,4,4,2,7,,,,,7,2,,,2,,2,4,,,4,7,4,4,,4,7,,2,4,4,7,7,2,7,4,2,4,2,2,2,,,,,4,2,,4,4,7
Thom Yorke,Sierra Schwartz,"Thom Yorke is an influential English musician and songwriter, best known as the enigmatic frontman of the alternative rock band Radiohead. Born on October 7, 1968, in Wellingborough, England, Yorke's hauntingly unique vocals and thought-provoking lyrics have left an indelible mark on the music industry. He has also ventured into solo work, releasing albums like ""The Eraser"" and ""ANIMA,"" showcasing his experimental and electronic musical talents. Yorke's commitment to environmental and political activism has further solidified his reputation as an artist with a conscience.",https://www.youtube.com/watch?v=t_qM2ggk4es&t=493s,https://www.youtube.com/watch?v=OcfI82NQGwQ,https://www.youtube.com/watch?v=RBuj29gFvsM,https://docs.google.com/document/d/1yPilYtzh6pem0ZpK4ALpohmFn-eSZm3wRJCPbni2Wc8/edit,,seti,ii--,adaptive,3,low,medium,,male,1960s,western_europe,white/european,,juan_e._sandoval | calin_copil | ash_rose,4,2,2,2,0,4,4,4,2,7,4,4,4,4,2,2,2,2,4,2,2,4,2,2,4,4,7,2,4,7,2,2,,2,0,,,,,2,4,4,4,2,4,4,4,4,4,4,2,2,7,4,2,7,2,2,2,4,,2,,2,2,4,,2,2,2
Jennifer Doudna,Juan E. Sandoval,"Jennifer Doudna is an American biochemist recognized for her pioneering work in the field of CRISPR-Cas9 gene-editing technology. Born on February 19, 1964, in Washington, D.C., she pursued her academic passion at Pomona College and later earned her Ph.D. from Harvard University. In collaboration with Emmanuelle Charpentier, Doudna unveiled the revolutionary potential of CRISPR systems in genetic engineering. Their transformative discoveries earned them the 2020 Nobel Prize in Chemistry. Beyond her groundbreaking research, Doudna is a dedicated advocate for ethical considerations in genetic modification and its global impact.",https://www.youtube.com/watch?v=GMndqLvTqhA,https://www.youtube.com/watch?v=Bm17bQ5mN-8,https://www.youtube.com/watch?v=KSrSIErIxMQ,,,tesi,i---,seelie,0,medium,low,ll--,female,1960s,north_america,white/european,,juan_e._sandoval | calin_copil | peter_j._foy,7,7,2,4,,,,,2,,,4,,,2,,4,4,2,2,7,7,0,4,2,,2,,,4,2,0,4,2,2,7,4,2,,0,7,4,2,0,0,2,,,2,,,,4,2,,,4,7,7,7,4,,,,7,7,,,,
Hilary Swank,Calin Copil,"Hilary Swank is an American actress and producer. She has won two Academy Awards for Best Actress for her roles in ""Boys Don't Cry"" (1999) and ""Million Dollar Baby"" (2004). Beyond her acting career, Swank is a fashion designer, owning the luxury clothing line ""Mission Statement."" She is also involved in philanthropy, advocating for women's rights and animal rights.",https://www.youtube.com/watch?v=n_2MUBlP80k,https://www.youtube.com/watch?v=ub6AK8to3YY,https://www.youtube.com/watch?v=jgcT85i9hmY,,,fesi,i---,adaptive,0,low,medium,FeNi,female,1970s,north_america,white/european,,calin_copil | peter_j._foy,7,7,4,4,4,,,2,2,,,4,2,2,4,,2,2,4,2,7,7,4,4,7,2,2,2,2,4,2,2,4,2,0,2,2,,,2,7,4,4,2,4,7,4,2,2,0,7,2,2,0,2,2,4,4,,4,7,2,2,,2,4,2,2,2,4
Rosa Parks,Juan E. Sandoval,"Rosa Parks (1913-2005) was an iconic civil rights activist best known for her refusal to surrender her seat to a white passenger on a segregated bus in Montgomery, Alabama in 1955. This act of defiance led to the Montgomery Bus Boycott, a pivotal moment in the U.S. civil rights movement. Parks, often called ""the mother of the freedom movement,"" was a lifelong advocate for racial equality. Her quiet courage and unwavering spirit inspired generations, reshaping America's view on race and championing a more inclusive society.",https://www.youtube.com/watch?v=uUbc7WsncOA,https://www.youtube.com/watch?v=sedTdkH-Z8M,https://www.youtube.com/watch?v=eP1PeR4huuM,https://docs.google.com/document/d/1Z7rBloKw3OKHnMUrNBkolClKFnsPPzD8jsYOVOeceRQ/edit,,sife,i---,adaptive,2,low,high,NiFe,female,1910s,north_america,black/african,,juan_e._sandoval | bella_hershkoviz,,,,,,7,7,2,,,,2,,,,7,7,7,2,7,,2,,,,,,,4,,,,2,,,,,,,7,7,4,4,7,,2,7,,2,4,2,4,2,2,,,7,4,4,4,2,,,,2,2,,,,2
Kylie Minogue,Peter Foy,"Kylie Minogue is an Australian singer, songwriter, and actress who rose to fame in the late 1980s. She is known for her catchy pop hits, charismatic stage presence, and iconic fashion. With a career spanning several decades, Kylie has become a beloved global pop sensation. Her chart-topping singles and successful albums have solidified her status as one of the best-selling female artists in music history, earning her a dedicated fan base worldwide.",https://www.youtube.com/watch?v=lpIc3pfUEDI&t,https://www.youtube.com/watch?v=hMUR5A_GTrU,https://www.youtube.com/watch?v=5ZHuseNRQA4,https://docs.google.com/document/d/1rfVKI7q4cPNOErWXJn7JkIP753tRe6z684TQFdNknRY/edit,,sefi,iii-,seelie,0,high,,SeTi,female,1960s,australia/new_zeland,white/european,,calin_copil | ash_rose | peter_j._foy,2,,4,2,,7,4,7,7,7,4,7,7,4,7,,,2,,,4,4,2,2,4,7,4,,2,7,4,7,7,2,4,7,7,,2,2,4,2,4,4,4,4,4,2,7,2,7,2,7,7,7,7,,2,,2,,2,,,7,7,4,,2,
Emmanuelle Charpentier,Juan E. Sandoval,"Emmanuelle Charpentier is a renowned French microbiologist, geneticist, and biochemist who, alongside Jennifer Doudna, co-discovered the revolutionary CRISPR-Cas9 gene editing technology. Their groundbreaking work in understanding the bacterial immune system laid the foundation for advancements in genetic engineering and garnered widespread recognition. In 2020, Charpentier and Doudna were jointly awarded the Nobel Prize in Chemistry for their pioneering research in this field. Their discoveries have opened up vast possibilities in genomic research, biomedicine, and agriculture, and are heralded as one of the most significant scientific breakthroughs of the 21st century.",https://www.youtube.com/watch?v=KKC_ypClOhU,https://www.youtube.com/watch?v=pg9U70opR2o,https://www.youtube.com/watch?v=onV26-qz6vY,,,fine,ii-i,seelie,0,medium,low,l--l or l--- in other videos.,female,1960s,western_europe,other/unknown,,juan_e._sandoval | calin_copil | bella_hershkoviz | sierra_rose,7,7,4,4,2,,,2,,,2,7,2,2,2,,,,,,4,2,2,2,7,7,4,2,4,4,4,2,2,7,,4,4,,4,,7,4,,,,,,2,2,,,,,,,,4,4,4,,7,2,2,,4,4,2,,,
Richard Carrier,Calin Copil,"Richard Carrier is a prominent historian and author known for his work in historical methodology and skepticism. He has extensively written on topics like ancient history, religion, and philosophy. Carrier's notable achievements include his books on historical Jesus research and his contributions to the study of the origins of Christianity. He is also a long-time contributor to skeptical websites, including The Secular Web and Freethought Blogs.
",https://www.youtube.com/watch?v=uYiTLBQ-cRg,https://www.youtube.com/watch?v=4tE3kE1GmYU,https://www.youtube.com/watch?v=Rw37KLxJzjw,,,tesi,i---,unseelie,1,low,medium,I-I- (3rd vid). Alt type: TeNi,male,1960s,north_america,white/european,,juan_e._sandoval | calin_copil | peter_j._foy,4,4,7,7,7,2,2,2,7,,2,4,2,4,2,2,2,,7,2,7,4,4,7,7,2,2,2,,2,2,4,4,4,7,4,7,7,4,2,4,2,,0,2,2,,,2,4,2,2,2,2,0,,2,2,2,4,7,2,2,,2,2,2,2,2,4
Nadia Murad,Hila Hershkoviz,"Nadia Muradis an Kurdish-Yazidi human rights activist. In 2014, she was kidnapped from her hometown Kocho and held by the Islamic State for three months. Murad is the founder of Nadia's Initiative, an organization dedicated to ""helping women and children victimized by genocides, mass atrocities, and human trafficking to heal and rebuild their lives and communities"". She was awarded a Nobel Prize in 2018.",https://www.youtube.com/watch?v=0enbfd1Unzs&ab_channel=NadiasInitiative,https://www.youtube.com/watch?v=322twO5qN_4,,,,tine,i---,directive,3,,,,female,1990s,middle_east/north_africa,arabic,,juan_e._sandoval | calin_copil | bella_hershkoviz | peter_j._foy,7,7,2,,,,,,,,2,2,2,,,,,,,,4,,,4,2,2,4,2,4,7,,,,,,,,,,7,7,7,7,7,4,4,,,,,4,,,,,,7,7,4,4,4,,4,,2,2,,,,7
Alexandr Wang,Calin Copil,"Alexander Wang, the co-founder and CEO of Scale AI, stands as a prominent figure in the field of artificial intelligence and machine learning. Inspired by his work at Quora, where he served as a technical lead, Wang aimed to address ML infrastructure challenges and propel AI development forward. Prior to this, he worked as an algorithm developer at Hudson River Trading and as a software engineer at Addepar. Wang's leadership has propelled Scale AI to recognition for its pioneering data annotation and labeling solutions, integral for AI model training. Although he attended MIT to study Artificial Intelligence, he ultimately dropped out, channeling his dedication into co-founding Scale AI. At just 25 years old, his visionary approach and innovative solutions led to him being recognized as the youngest self-made billionaire by Forbes.",https://www.youtube.com/watch?v=BvMzJFoLRdo&t=725s&pp=ygUdeW91bmcgYWxleGFuZHIgd2FuZyBpbnRlcnZpZXc,https://www.youtube.com/watch?v=FgzyLoSkL5k&t=90s,https://www.youtube.com/watch?v=pR3ZUJuj9qc,,,sefi,i-i-,unseelie,1,low,low,,male,1990s,north_america,east_asian,,juan_e._sandoval | calin_copil,2,2,2,4,,4,4,4,7,7,7,7,4,7,4,2,2,4,2,,7,4,2,7,7,,2,2,2,2,2,4,2,2,4,7,7,7,4,4,,0,4,2,2,,,2,7,4,4,4,7,2,4,,,,,,,,2,,2,2,2,0,4,4
Osama bin Laden,Juan E. Sandoval,"Osama bin Laden (1957-2011) was the founder of Al-Qaeda, a transnational extremist organization responsible for numerous high-profile terrorist attacks, including the 9/11 attacks on the U.S. Born into a wealthy Saudi family, bin Laden's radical Islamist beliefs led him to create Al-Qaeda in the 1980s, attracting militants worldwide. He promoted jihad against the West and secular Muslim governments. Bin Laden was killed by U.S. forces in Pakistan in May 2011, but his legacy continues to shape global terrorism.",https://cognitivetype.net/s/0clips.mp4,https://www.youtube.com/watch?v=uazIg7PwixI,https://www.youtube.com/watch?v=_LdzCs62AT0,https://docs.google.com/document/d/1mdD8mo44FOkIbRLuUHfcg1oZMlWFAvX5XqYq3CZgWmc/edit,,tine,i---,directive,3,medium,medium,FiNe,male,1950s,middle_east/north_africa,arabic,,juan_e._sandoval | ash_rose | sierra_rose,4,7,4,4,4,2,,,,,2,4,,,,,4,,,2,4,,,0,7,4,7,2,7,4,4,4,7,2,2,,,,,,4,,,4,7,7,7,2,4,2,2,,0,2,2,,4,4,4,2,7,4,2,,2,2,,,,7
Jonathan Nolan,Calin Copil,"Jonathan Nolan is a British-American filmmaker known for his collaborative work with his brother Christopher Nolan. Together, they have written scripts for notable films such as the mystery-thriller ""The Prestige,"" the science-fiction film ""Interstellar,"" and the superhero films ""The Dark Knight"" and ""The Dark Knight Rises."" He is also the creator of the CBS science-fiction series ""Person of Interest"" and the co-creator of the HBO science-fiction/Western series ""Westworld.""",https://www.youtube.com/watch?v=DIWNhFKBFhU,https://www.youtube.com/watch?v=pjMMyHsmoa8,https://www.youtube.com/watch?v=YCq40xc_HZg,,,fesi,i---,directive,0,low,medium,,male,1970s,western_europe,white/european,,juan_e._sandoval | calin_copil | sierra_rose,4,4,7,7,7,2,,2,4,,2,4,4,2,,2,2,4,4,2,7,4,2,7,7,0,4,,2,4,,,,,,,,,,4,7,7,7,4,7,7,7,2,,2,2,,4,4,2,2,7,4,2,4,4,2,2,,,2,2,2,2,4
Chloe Zhao,Calin Copil,"Chloe Zhao is a Chinese filmmaker, screenwriter, and producer, who explores themes of human connection, cultural identity, and the search for meaning. Some of her notable works include ""Nomadland"" and ""The Rider,"" which blend fiction and documentary elements, earning her multiple awards, including Academy Awards for Best Picture and Best Director. ",https://www.youtube.com/watch?v=UKfwkWhhnt4,https://www.youtube.com/watch?v=k-LZqe9kAbA&pp=ygUUY2hsb2UgemhhbyBpbnRlcnZpZXc,https://www.youtube.com/watch?v=Pdsr7YHLccQ,https://docs.google.com/document/d/12QUZJmOdbnOhQom4mBcydAiuvJU1PMpoFrNl0pehb8Y/edit?usp=sharing,,tine,i--i,adaptive,0,medium,medium,FiNe,female,1980s,east_asia,han_chinese,,calin_copil | peter_j._foy | sierra_rose,4,7,7,7,2,,,2,2,,2,2,4,,4,,2,2,2,2,4,2,2,4,4,4,4,4,4,7,4,4,4,2,2,2,2,0,,,2,2,4,4,4,7,2,4,4,,2,,2,,,2,,4,2,4,2,2,4,0,2,4,4,,,
Randall Munroe,Juan E. Sandoval,"Randall Munroe is the innovative creator behind the renowned webcomic, XKCD. A former NASA roboticist, Munroe infuses his distinctive blend of humor and scientific insight into each comic, making complex topics engaging and accessible. His works have won widespread acclaim, leading to the publication of his books ""What If?"" and ""Thing Explainer"". Munroe's ability to combine humor with science has solidified his status as a leading figure in the educational entertainment realm. His XKCD comics remain a celebrated staple within the tech and science communities.",https://www.youtube.com/watch?v=7GIDDaF26zE,https://www.youtube.com/watch?v=kU4W8Wm7GZc,https://www.youtube.com/watch?v=Ze8Wgau7kq4,https://docs.google.com/document/d/11XvO1NI7N5R-pZQvzfpOQTyZPHowB59bLOwZnwpalpU/edit?usp=sharing,publish,fine,i--i,seelie,1,medium,low,TiNe,male,1980s,north_america,white/european,,juan_e._sandoval | sierra_rose | luke_connolly,4,7,2,2,4,,,2,2,,4,4,2,2,2,,,,,2,2,4,2,4,4,4,7,2,4,7,4,4,4,4,,4,4,7,4,,,,2,2,4,7,,,,2,,,,,2,2,7,4,7,4,7,,4,,2,4,,,,
