,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra
157,Adolf Hitler,Juan E. Sandoval,tesi,i--i,guarded,5.0,low,high,male,1800s,western_europe,white/european,7.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,7.0,7.0,0.0,7.0,7.0,4.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,7.0,2.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,204.0,Je,Delta
158,Bong Joon-ho,Calin Copil,nife,i--i,unguarded,0.0,low,low,male,1960s,east_asia,east_asian,2.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,2.0,4.0,7.0,2.0,4.0,2.0,2.0,7.0,2.0,2.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,169.0,Pi,Beta
159,Daniel Kessler,Juan E. Sandoval,neti,i--i,unguarded,0.0,low,low,male,1970s,western_europe,white/european,0.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,7.0,7.0,2.0,7.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,162.0,Pe,Alpha
160,Che Guevara,Sierra Schwartz,nife,i---,guarded,0.0,low,low,male,1920s,latin_america,hispanic/latino,0.0,0.0,2.0,2.0,0.0,7.0,4.0,2.0,7.0,7.0,4.0,4.0,0.0,2.0,0.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,4.0,7.0,4.0,4.0,4.0,7.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,4.0,174.0,Pi,Beta
161,Chris Cornell,Sierra Schwartz,neti,i---,guarded,1.0,low,low,male,1960s,north_america,white/european,0.0,0.0,2.0,2.0,0.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,2.0,7.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,4.0,195.0,Pe,Alpha
162,Eddie Vedder,Sierra Schwartz,tise,iii-,unguarded,0.0,low,medium,male,1960s,north_america,white/european,4.0,4.0,2.0,2.0,7.0,2.0,2.0,4.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,7.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,7.0,2.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,197.0,Ji,Beta
163,Alicia Atout,Peter Foy,seti,i-i-,unguarded,0.0,low,low,female,1990s,north_america,white/european,0.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,2.0,4.0,4.0,7.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,4.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,2.0,7.0,2.0,7.0,7.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,168.0,Pe,Beta
164,Ranton,Calin Copil,seti,i-i-,unguarded,0.0,low,low,male,1990s,western_europe,-1,2.0,2.0,2.0,4.0,0.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,7.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,2.0,4.0,7.0,2.0,0.0,4.0,2.0,2.0,4.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,2.0,2.0,204.0,Pe,Beta
165,Sadhguru,Ash Rose,nife,ii--,guarded,1.0,low,low,male,1950s,south_asia,indo-aryan,0.0,2.0,0.0,2.0,0.0,7.0,4.0,4.0,7.0,4.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,7.0,2.0,2.0,7.0,4.0,2.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,151.0,Pi,Beta
166,Jonna Jinton,Juan E. Sandoval,fise,ii--,unguarded,0.0,low,high,female,1980s,eastern_europe,white/european,7.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,4.0,2.0,2.0,4.0,7.0,7.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,169.0,Ji,Gamma
167,Becca Tarnas,Juan E. Sandoval,fine,ii-i,unguarded,0.0,medium,low,female,1980s,north_america,white/european,4.0,4.0,0.0,2.0,4.0,2.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,7.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,165.0,Ji,Delta
168,Ben Schneider,Sierra Schwartz,neti,ii--,unguarded,0.0,low,low,male,1980s,north_america,white/european,0.0,0.0,2.0,2.0,0.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,4.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,159.0,Pe,Alpha
169,Michal Bar-Asher Siegal,Juan E. Sandoval,fine,i--i,guarded,2.0,medium,low,female,-1,middle_east/north_africa,jewish,4.0,7.0,7.0,4.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,7.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,160.0,Ji,Delta
170,Israel Knohl,Juan E. Sandoval,nife,ii--,unguarded,2.0,medium,low,male,1950s,middle_east/north_africa,jewish,0.0,0.0,4.0,4.0,0.0,7.0,7.0,2.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,2.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,4.0,7.0,7.0,4.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,164.0,Pi,Beta
171,Mercer Mayer,Sierra Schwartz,nefi,i-i-,unguarded,0.0,low,low,male,1940s,north_america,white/european,2.0,0.0,4.0,2.0,0.0,4.0,2.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,161.0,Pe,Delta
172,Michelle Phan,Calin Copil,tise,ii-i,unguarded,0.0,low,low,female,1980s,north_america,east_asian,7.0,7.0,4.0,7.0,7.0,2.0,2.0,4.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,2.0,4.0,7.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,2.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,2.0,205.0,Ji,Beta
173,Trent Reznor,Juan E. Sandoval,seti,iiii,guarded,3.0,low,low,male,1960s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,0.0,2.0,4.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,7.0,4.0,7.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,7.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,191.0,Pe,Beta
174,Kurt Cobain,Juan E. Sandoval,seti,i--i,guarded,3.0,low,medium,male,1960s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,7.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,141.0,Pe,Beta
175,Paul Banks,Juan E. Sandoval,seti,i--i,unguarded,3.0,low,low,male,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,2.0,0.0,4.0,4.0,7.0,7.0,0.0,2.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,7.0,4.0,2.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,138.0,Pe,Beta
176,Ryan Higa,Calin Copil,seti,iii-,unguarded,0.0,low,low,male,1990s,north_america,east_asian,4.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,7.0,4.0,2.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,185.0,Pe,Beta
177,Katherine Fauvre,Juan E. Sandoval,feni,i--i,unguarded,2.0,medium,low,female,-1,north_america,other/unknown,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,7.0,4.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,7.0,2.0,4.0,7.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,161.0,Je,Beta
178,Michel Houellebecq,Peter Foy,nite,i--i,guarded,4.0,low,,male,1950s,western_europe,white/european,0.0,0.0,2.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,2.0,7.0,7.0,7.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,7.0,4.0,7.0,2.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,2.0,7.0,198.0,Pi,Gamma
179,Elem Klimov,Juan E. Sandoval,nife,i-i-,guarded,3.0,low,low,male,1930s,eastern_europe,white/european,2.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,4.0,7.0,0.0,4.0,0.0,2.0,0.0,7.0,7.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,4.0,0.0,4.0,7.0,0.0,4.0,4.0,7.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,160.0,Pi,Beta
180,Ridley Scott,Calin Copil,sife,ii-i,guarded,1.0,low,low,male,1930s,western_europe,white/european,0.0,2.0,2.0,2.0,0.0,7.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,7.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,7.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,165.0,Pi,Alpha
181,Clint Eastwood,Sierra Schwartz,nife,i---,unguarded,0.0,low,medium,male,1930s,north_america,white/european,2.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,7.0,7.0,0.0,2.0,2.0,2.0,0.0,4.0,7.0,7.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,0.0,2.0,4.0,4.0,7.0,4.0,4.0,4.0,0.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,2.0,183.0,Pi,Beta
182,Martin Heidegger,Juan E. Sandoval,nife,i---,guarded,3.0,low,low,male,1800s,western_europe,white/european,0.0,0.0,4.0,0.0,0.0,4.0,7.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,7.0,7.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,143.0,Pi,Beta
183,Willard Quine,Juan E. Sandoval,nife,i---,guarded,2.0,low,low,male,1900s,north_america,white/european,0.0,0.0,2.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,4.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,171.0,Pi,Beta
184,Ilya Sutskever,Calin Copil,nife,iii-,guarded,1.0,,,male,1980s,eastern_europe,jewish,4.0,2.0,4.0,4.0,0.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,4.0,2.0,0.0,4.0,7.0,4.0,0.0,7.0,4.0,2.0,0.0,4.0,7.0,2.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,146.0,Pi,Beta
185,J. Robert Oppenheimer,Juan E. Sandoval,nife,i-i-,unguarded,2.0,low,low,male,1900s,north_america,jewish,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,2.0,7.0,7.0,4.0,2.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,0.0,2.0,4.0,0.0,4.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,154.0,Pi,Beta
186,Bertrand Russell,Calin Copil,nife,i-i-,guarded,2.0,low,low,male,1800s,western_europe,white/european,4.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,7.0,2.0,0.0,4.0,0.0,2.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,7.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,136.0,Pi,Beta
187,Jessica Alba,Peter Foy,fine,ii-i,unguarded,0.0,low,low,female,1980s,north_america,hispanic/latino,7.0,4.0,4.0,7.0,4.0,2.0,0.0,2.0,4.0,0.0,2.0,7.0,7.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,7.0,7.0,2.0,7.0,2.0,7.0,4.0,7.0,7.0,4.0,0.0,4.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,2.0,7.0,4.0,2.0,0.0,7.0,7.0,7.0,7.0,2.0,2.0,0.0,225.0,Ji,Delta
188,Harry Styles,Calin Copil,seti,ii-i,unguarded,0.0,low,low,male,1990s,western_europe,white/european,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,7.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,185.0,Pe,Beta
189,Frank James,Juan E. Sandoval,neti,i---,unguarded,3.0,low,low,male,-1,eastern_europe,white/european,0.0,0.0,2.0,4.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,7.0,7.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,195.0,Pe,Alpha
190,Sergio Leone,Juan E. Sandoval,nife,i---,guarded,2.0,low,medium,male,1920s,western_europe,white/european,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,7.0,0.0,4.0,4.0,4.0,7.0,2.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,168.0,Pi,Beta
191,Zayn Malik,Calin Copil,seti,i---,unguarded,0.0,low,low,male,1990s,western_europe,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,176.0,Pe,Beta
192,Aubrey Marcus,Calin Copil,feni,i-i-,unguarded,0.0,low,low,male,1980s,north_america,white/european,4.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,2.0,4.0,7.0,2.0,2.0,4.0,2.0,0.0,4.0,4.0,2.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,2.0,4.0,7.0,7.0,0.0,2.0,4.0,4.0,2.0,7.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,186.0,Je,Beta
193,Tyson Ritter,Peter Foy,neti,i---,unguarded,0.0,,low,male,1980s,north_america,white/european,4.0,2.0,2.0,2.0,0.0,7.0,4.0,2.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,7.0,4.0,4.0,2.0,2.0,4.0,7.0,2.0,7.0,0.0,2.0,0.0,0.0,185.0,Pe,Alpha
